PMID,Author,Title,Journal,Year,Abstract,DOI
38896164,"['Nathan, John M', 'Arce, Kevin', 'Herasevich, Vitaly']",The use of artificial intelligence to detect voided medication orders in oral and maxillofacial surgery inpatients.,Oral and maxillofacial surgery,2024 Sep,"OBJECTIVE: The aim of this study is to determine if supervised machine learning algorithms can accurately predict voided computerized physician order entry in oral and maxillofacial surgery inpatients. METHODS: Data from Electronic Medical Record included patient demographics, comorbidities, procedures, vital signs, laboratory values, and medication orders were retrospectively collected. Predictor variables included patient demographics, comorbidities, procedures, vital signs, and laboratory values. Outcome of interest is if a medication order was voided or not. Data was cleaned and processed using Microsoft Excel and Python v3.12. Gradient Boosted Decision Trees, Random Forest, K-Nearest Neighbor, and Naïve Bayes were trained, validated, and tested for accuracy of the prediction of voided medication orders. RESULTS: 37,493 medication orders from 1,204 patient admissions over 5 years were used for this study. 3,892 (10.4%) medication orders were voided. Gradient Boosted Decision Trees, Random Forest, K-Nearest Neighbor, and Naïve Bayes had an Area Under the Receiver Operating Curve of 0.802 with 95% CI [0.787, 0.825], 0.746 with 95% CI [0.722, 0.765], 0.685 with 95% CI [0.667, 0.699], and 0.505 with 95% CI [0.489, 0.539], respectively. Area Under the Precision Recall Curve was 0.684 with 95% CI [0.679, 0.702], 0.647 with 95% CI [0.638, 0.664], 0.429 with 95% CI [0.417, 0.434], and 0.551 with 95% CI [0.551, 0.552], respectively. CONCLUSION: Gradient Boosted Decision Trees was the best performing model of the supervised machine learning algorithms with satisfactory outcomes in the test cohort for predicting voided Computerized Physician Order Entry in Oral and Maxillofacial Surgery inpatients.",https://doi.org/10.1007/s10006-024-01267-6
38857691,"['Fang, Xinle', 'Zhang, Shengben', 'Wei, Zhiyuan', 'Wang, Kaixin', 'Yang, Guanghui', 'Li, Chengliang', 'Han, Min', 'Du, Mi']",Automatic detection of the third molar and mandibular canal on panoramic radiographs based on deep learning.,"Journal of stomatology, oral and maxillofacial surgery",2024 Sep,"PURPOSE: This study aims to develop a deep learning framework for the automatic detection of the position relationship between the mandibular third molar (M3) and the mandibular canal (MC) on panoramic radiographs (PRs), to assist doctors in assessing and planning appropriate surgical interventions. METHODS: Datasets D1 and D2 were obtained by collecting 253 PRs from a hospitals and 197 PRs from online platforms. The RPIFormer model proposed in this study was trained and validated on D1 to create a segmentation model. The CycleGAN model was trained and validated on both D1 and D2 to develop an image enhancement model. Ultimately, the segmentation and enhancement models were integrated with an object detection model to create a fully automated framework for M3 and MC detection in PRs. Experimental evaluation included calculating Dice coefficient, IoU, Recall, and Precision during the process. RESULTS: The RPIFormer model proposed in this study achieved an average Dice coefficient of 92.56 % for segmenting M3 and MC, representing a 3.06 % improvement over the previous best study. The deep learning framework developed in this research enables automatic detection of M3 and MC in PRs without manual cropping, demonstrating superior detection accuracy and generalization capability. CONCLUSION: The framework developed in this study can be applied to PRs captured in different hospitals without the need for model fine-tuning. This feature is significant for aiding doctors in accurately assessing the spatial relationship between M3 and MC, thereby determining the optimal treatment plan to ensure patients' oral health and surgical safety.",https://doi.org/10.1016/j.jormas.2024.101946
38848947,"['Ji, Yinfei', 'Chen, Yunkai', 'Liu, Guanghui', 'Long, Ziteng', 'Gao, Yuxuan', 'Huang, Dingming', 'Zhang, Lan']",Construction and Evaluation of an AI-based CBCT Resolution Optimization Technique for Extracted Teeth.,Journal of endodontics,2024 Sep,"INTRODUCTION: In dental clinical practice, cone-beam computed tomography (CBCT) is commonly used to assist practitioners to recognize the complex morphology of root canal systems; however, because of its resolution limitations, certain small anatomical structures still cannot be accurately recognized on CBCT. The purpose of this study was to perform image super-resolution (SR) processing on CBCT images of extracted human teeth with the help of a deep learning model, and to compare the differences among CBCT, super-resolution computed tomography (SRCT), and micro-computed tomography (Micro-CT) images through three-dimensional reconstruction. METHODS: The deep learning model (Basicvsr++) was selected and modified. The dataset consisted of 171 extracted teeth that met inclusion criteria, with 40 maxillary first molars as the training set and 40 maxillary first molars as well as 91 teeth from other tooth positions as the external test set. The corresponding CBCT, SRCT, and Micro-CT images of each tooth in test sets were reconstructed using Mimics Research 17.0, and the root canal recognition rates in the 3 groups were recorded. The following parameters were measured: volume of hard tissue (V1), volume of pulp chamber and root canal system (V2), length of visible root canals under orifice (VL-X, where X represents the specific root canal), and intersection angle between coronal axis of canal and long axis of tooth (∠X, where X represents the specific root canal). Data were statistically analyzed between CBCT and SRCT images using paired sample t-test and Wilcoxon test analysis, with the measurement from Micro-CT images as the gold standard. RESULTS: Images from all tested teeth were successfully processed with the SR program. In 4-canal maxillary first molar, identification of MB2 was 72% (18/25) in CBCT group, 92% (23/25) in SRCT group, and 100% (25/25) in Micro-CT group. The difference of hard tissue volume between SRCT and Micro-CT was significantly smaller than that between CBCT and Micro-CT in all tested teeth except 4-canal mandibular first molar (P < .05). Similar results were obtained in volume of pulp chamber and root canal system in all tested teeth (P < .05). As for length of visible root canals under orifice, the difference between SRCT and Micro-CT was significantly smaller than that between CBCT and Micro-CT (P < .05) in most root canals. CONCLUSIONS: The deep learning model developed in this study helps to optimize the root canal morphology of extracted teeth in CBCT. And it may be helpful for the identification of MB2 in the maxillary first molar.",https://doi.org/10.1016/j.joen.2024.05.015
38848473,"['Jeong, Hui', 'Han, Sang-Sun', 'Yu, Youngjae', 'Kim, Saejin', 'Jeon, Kug Jin']",How well do large language model-based chatbots perform in oral and maxillofacial radiology?,Dento maxillo facial radiology,2024 Sep 1,"OBJECTIVES: This study evaluated the performance of four large language model (LLM)-based chatbots by comparing their test results with those of dental students on an oral and maxillofacial radiology examination. METHODS: ChatGPT, ChatGPT Plus, Bard, and Bing Chat were tested on 52 questions from regular dental college examinations. These questions were categorized into three educational content areas: basic knowledge, imaging and equipment, and image interpretation. They were also classified as multiple-choice questions (MCQs) and short-answer questions (SAQs). The accuracy rates of the chatbots were compared with the performance of students, and further analysis was conducted based on the educational content and question type. RESULTS: The students' overall accuracy rate was 81.2%, while that of the chatbots varied: 50.0% for ChatGPT, 65.4% for ChatGPT Plus, 50.0% for Bard, and 63.5% for Bing Chat. ChatGPT Plus achieved a higher accuracy rate for basic knowledge than the students (93.8% vs. 78.7%). However, all chatbots performed poorly in image interpretation, with accuracy rates below 35.0%. All chatbots scored less than 60.0% on MCQs, but performed better on SAQs. CONCLUSIONS: The performance of chatbots in oral and maxillofacial radiology was unsatisfactory. Further training using specific, relevant data derived solely from reliable sources is required. Additionally, the validity of these chatbots' responses must be meticulously verified.",https://doi.org/10.1093/dmfr/twae021
38821263,"['Wu, Weiwei', 'Chen, Surong', 'Chen, Pan', 'Chen, Min', 'Yang, Yan', 'Gao, Yuan', 'Hu, Jingyu', 'Ma, Jingzhi']",Identification of Root Canal Morphology in Fused-rooted Mandibular Second Molars From X-ray Images Based on Deep Learning.,Journal of endodontics,2024 Sep,"INTRODUCTION: Understanding the intricate anatomical morphology of fused-rooted mandibular second molars (MSMs) is essential for root canal treatment. The present study utilized a deep learning approach to identify the three-dimensional root canal morphology of MSMs from two-dimensional X-ray images. METHODS: A total of 271 fused-rooted MSMs were included in the study. Micro-computed tomography reconstruction images and two-dimensional X-ray projection images were obtained. The ground truth of three-dimensional root canal morphology was determined through micro-computed tomography images, which were classified into merging, symmetrical, and asymmetrical types. To amplify the X-ray image dataset, traditional augmentation techniques from the python package Augmentor and a multiangle projection method were employed. Identification of root canal morphology was conducted using the pretrained VGG19, ResNet18, ResNet50, and EfficientNet-b5 on X-ray images. The classification results from convolutional neural networks (CNNs) were then compared with those performed by endodontic residents. RESULTS: The multiangle projection augmentation method outperformed the traditional approach in all CNNs except for EfficientNet-b5. ResNet18 combined with the multiangle projection method outperformed all other combinations, with an overall accuracy of 79.25%. In specific classifications, accuracies of 81.13%, 86.79%, and 90.57% were achieved for merging, symmetrical, and asymmetrical types, respectively. Notably, CNNs surpassed endodontic residents in classification performance; the average accuracy for endodontic residents was only 60.38% (P < .05). CONCLUSIONS: CNNs were more effective than endodontic residents in identifying the three-dimensional root canal morphology of MSMs. The result indicates that CNNs possess the capacity to employ two-dimensional images effectively in aiding three-dimensional diagnoses.",https://doi.org/10.1016/j.joen.2024.05.014
38735467,"['Büttner, Martha', 'Schneider, Lisa', 'Krasowski, Aleksander', 'Pitchika, Vinay', 'Krois, Joachim', 'Meyer-Lueckel, Hendrik', 'Schwendicke, Falk']",Conquering class imbalances in deep learning-based segmentation of dental radiographs with different loss functions.,Journal of dentistry,2024 Sep,"OBJECTIVE: The imbalanced nature of real-world datasets is an ongoing challenge in the field of machine and deep learning. In medicine and in dentistry, most data samples represent patients not affected by pathologies, and on imagery, pathologic image areas are often smaller than healthy ones. Selecting suitable loss functions during deep learning is essential and may help to overcome the resulting imbalance. We assessed six different loss functions for one exemplary task, tooth structure segmentation on bitewing radiographs, for their performance. METHODS: Six different loss functions (Focal Loss, Dice Loss, Tversky Loss and hybrid losses of Cross-Entropy and Dice Loss, Focal and Dice Loss, Focal and Generalized Dice Loss) were compared on a tooth structure segmentation task of 1,625 bitewing radiographs. Training was performed using three different model architectures (U-Net, Linknet, DeepLavbV3+) over a 5-fold cross-validation. Tooth structures consisted of the classes (occurrence in% of samples/captures areas measured on pixel level) enamel (100 %/25 %), dentin (100 %/50 %), root canal (100 %/10 %), filling (81 %/8 %) and crown (28 %/5 %). RESULTS: Hybrid loss functions significantly outperformed standalone ones and provided robust results over the different architectures for the classes enamel, dentin, root canal and filling. Specifically, the Dice Focal loss reached high performance to conquer both image level and pixel level class imbalance, respectively. CLINICAL SIGNIFICANCE: In dental use cases it is often important to predict minority classes such as pathologies accurately. Using specific loss function may be an effective strategy to overcome data imbalance when training deep learning models.",https://doi.org/10.1016/j.jdent.2024.105063
38706403,"[""O'Rourke, Samuel P"", 'Stack, Taylor J', 'Miller, Jonas R', 'Miller, Matthew Q']",Changes in Perceived Emotions in Facial Paralysis Patients After Depressor Anguli Oris Excision.,The Laryngoscope,2024 Sep,"OBJECTIVES: Depressor anguli oris (DAO) excision can improve clinician-graded, objective, and patient-reported smile outcomes in patients with nonflaccid facial paralysis (NFFP). However, no prior research has studied changes in perceived emotions after surgery. This study quantifies changes in perceived emotions with smiling after DAO excision in the largest case series presented to date. METHODS: Prospectively collected data from patients with NFFP who underwent DAO excision at a tertiary care facial nerve center were reviewed. Patient-reported, clinician-graded, and objective smile metrics were compared before and after surgery. Videos of faces at rest and while smiling were analyzed by artificial intelligence-derived facial expression analysis software to quantify perceived emotions. RESULTS: Sixty-eight patients underwent isolated DAO excision between August 2021 and August 2023. Patients conveyed significantly more perceived happiness with smile and at rest after surgery (p < 0.001 and p = 0.012, respectively). DAO excision improved oral commissure excursion (p < 0.001), dental show (p < 0.001), and smile angle (p < 0.001) symmetry. Patients reported significant improvements in smiling and social function after surgery. CONCLUSIONS: This study demonstrates DAO excision increases perceived happiness conveyed by patients with NFFP while smiling and at rest. It confirms improved objective, clinician-graded, and patient-reported smile outcomes after surgery. LEVEL OF EVIDENCE: 4 Laryngoscope, 134:4028-4035, 2024.",https://doi.org/10.1002/lary.31471
38683703,"['Zhan, Xianghao', 'Liu, Yuzhe', 'Cecchi, Nicholas J', 'Callan, Ashlyn A', 'Le Flao, Enora', 'Gevaert, Olivier', 'Zeineh, Michael M', 'Grant, Gerald A', 'Camarillo, David B']",AI-Based Denoising of Head Impact Kinematics Measurements With Convolutional Neural Network for Traumatic Brain Injury Prediction.,IEEE transactions on bio-medical engineering,2024 Sep,"OBJECTIVE: Wearable devices are developed to measure head impact kinematics but are intrinsically noisy because of the imperfect interface with human bodies. This study aimed to improve the head impact kinematics measurements obtained from instrumented mouthguards using deep learning to enhance traumatic brain injury (TBI) risk monitoring. METHODS: We developed one-dimensional convolutional neural network (1D-CNN) models to denoise mouthguard kinematics measurements for tri-axial linear acceleration and tri-axial angular velocity from 163 laboratory dummy head impacts. The performance of the denoising models was evaluated on three levels: kinematics, brain injury criteria, and tissue-level strain and strain rate. Additionally, we performed a blind test on an on-field dataset of 118 college football impacts and a test on 413 post-mortem human subject (PMHS) impacts. RESULTS: On the dummy head impacts, the denoised kinematics showed better correlation with reference kinematics, with relative reductions of 36% for pointwise root mean squared error and 56% for peak absolute error. Absolute errors in six brain injury criteria were reduced by a mean of 82%. For maximum principal strain and maximum principal strain rate, the mean error reduction was 35% and 69%, respectively. On the PMHS impacts, similar denoising effects were observed and the peak kinematics after denoising were more accurate (relative error reduction for 10% noisiest impacts was 75.6%). CONCLUSION: The 1D-CNN denoising models effectively reduced errors in mouthguard-derived kinematics measurements on dummy and PMHS impacts. SIGNIFICANCE: This study provides a novel approach for denoising head kinematics measurements in dummy and PMHS impacts, which can be further validated on more real-human kinematics data before real-world applications.",https://doi.org/10.1109/TBME.2024.3392537
38652576,"['Yari, Amir', 'Fasih, Paniz', 'Hosseini Hooshiar, Mohammad', 'Goodarzi, Ali', 'Fattahi, Seyedeh Farnaz']",Detection and classification of mandibular fractures in panoramic radiography using artificial intelligence.,Dento maxillo facial radiology,2024 Sep 1,"OBJECTIVES: This study evaluated the performance of the YOLOv5 deep learning model in detecting different mandibular fracture types in panoramic images. METHODS: The dataset of panoramic radiographs with mandibular fractures was divided into training, validation, and testing sets, with 60%, 20%, and 20% of the images, respectively. An equal number of control images without fractures were also distributed among the datasets. The YOLOv5 algorithm was trained to detect six mandibular fracture types based on the anatomical location including symphysis, body, angle, ramus, condylar neck, and condylar head. Performance metrics of accuracy, precision, sensitivity (recall), specificity, dice coefficient (F1 score), and area under the curve (AUC) were calculated for each class. RESULTS: A total of 498 panoramic images containing 673 fractures were collected. The accuracy was highest in detecting body (96.21%) and symphysis (95.87%), and was lowest in angle (90.51%) fractures. The highest and lowest precision values were observed in detecting symphysis (95.45%) and condylar head (63.16%) fractures, respectively. The sensitivity was highest in the body (96.67%) fractures and was lowest in the condylar head (80.00%) and condylar neck (81.25%) fractures. The highest specificity was noted in symphysis (98.96%), body (96.08%), and ramus (96.04%) fractures, respectively. The dice coefficient and AUC were highest in detecting body fractures (0.921 and 0.942, respectively), and were lowest in detecting condylar head fractures (0.706 and 0.812, respectively). CONCLUSION: The trained algorithm achieved promising results in detecting most fracture types, particularly in body and symphysis regions indicating machine learning potential as a diagnostic aid for clinicians.",https://doi.org/10.1093/dmfr/twae018
38468123,"['Modesto-Mata, Mario', 'de la Fuente Valentín, Luis', 'Hlusko, Leslea J', 'Martínez de Pinillos, Marina', 'Towle, Ian', 'García-Campos, Cecilia', 'Martinón-Torres, María', 'Bermúdez de Castro, José María']",Artificial neural networks reconstruct missing perikymata in worn teeth.,"Anatomical record (Hoboken, N.J. : 2007)",2024 Sep,"Dental evolutionary studies in hominins are key to understanding how our ancestors and close fossil relatives grew from the early stages of embryogenesis into adults. In a sense, teeth are like an airplane's 'black box' as they record important variables for assessing developmental timing, enabling comparisons within and between populations, species, and genera. The ability to discern this type of nuanced information is embedded in the nature of how tooth enamel and dentin form: incrementally and over years. This incremental growth leaves chronological indicators in the histological structure of enamel, visible on the crown surface as perikymata. These structures are used in the process of reconstructing the rate and timing of tooth formation. Unfortunately, the developmentally earliest growth lines in lateral enamel are quickly lost to wear once the tooth crown erupts. We developed a method to reconstruct these earliest, missing perilymata from worn teeth through knowledge of the later-developed, visible perikymata for all tooth types (incisors, canines, premolars, and molars) using a modern human dataset. Building on our previous research using polynomial regressions, here we describe an artificial neural networks (ANN) method. This new ANN method mostly predicts within 2 counts the number of perikymata present in each of the first three deciles of the crown height for all tooth types. Our ANN method for estimating perikymata lost through wear has two immediate benefits: more accurate values can be produced and worn teeth can be included in dental research. This tool is available on the open-source platform R within the package teethR released under GPL v3.0 license, enabling other researchers the opportunity to expand their datasets for studies of periodicity in histological growth, dental development, and evolution.",https://doi.org/10.1002/ar.25416
38462066,"['Leblebicioglu Kurtulus, Ikbal', 'Lubbad, Mohammed', 'Yilmaz, Ozden Melis Durmaz', 'Kilic, Kerem', 'Karaboga, Dervis', 'Basturk, Alper', 'Akay, Bahriye', 'Nalbantoglu, Ufuk', 'Yilmaz, Serkan', 'Ayata, Mustafa', 'Pacal, Ishak']",A robust deep learning model for the classification of dental implant brands.,"Journal of stomatology, oral and maxillofacial surgery",2024 Sep,"OBJECTIVE: In cases where the brands of implants are not known, treatment options can be significantly limited in potential complications arising from implant procedures. This research aims to explore the application of deep learning techniques for the classification of dental implant systems using panoramic radiographs. The primary objective is to assess the superiority of the proposed model in achieving accurate and efficient dental implant classification. MATERIAL AND METHODS: A comprehensive analysis was conducted using a diverse set of 25 convolutional neural network (CNN) models, including popular architectures such as VGG16, ResNet-50, EfficientNet, and ConvNeXt. The dataset of 1258 panoramic radiographs from patients who underwent implant treatment at faculty of dentistry was utilized for training and evaluation. Six different dental implant systems were employed as prototypes for the classification task. The precision, recall, F1 score, and support scores for each class have included in the classification accuracy report to ensure accurate and reliable results from the model. RESULTS: The experimental results demonstrate that the proposed model consistently outperformed the other evaluated CNN architectures in terms of accuracy, precision, recall, and F1-score. With an impressive accuracy of 95.74 % and high precision and recall rates, the ConvNeXt model showcased its superiority in accurately classifying dental implant systems. Notably, the model's performance was achieved with a relatively smaller number of parameters, indicating its efficiency and speed during inference. CONCLUSION: The findings highlight the effectiveness of deep learning techniques, particularly the proposed model, in accurately classifying dental implant systems from panoramic radiographs.",https://doi.org/10.1016/j.jormas.2024.101818
38460321,"['Franco, A', 'Cornacchia, A P', 'Moreira, D', 'Miamoto, P', 'Bueno, J', 'Murray, J', 'Heng, D', 'Mânica, S', 'Porto, L', 'Abade, A']",Radiographic morphology of canines tested for sexual dimorphism via convolutional-neural-network-based artificial intelligence.,Morphologie : bulletin de l'Association des anatomistes,2024 Sep,"The permanent left mandibular canines have been used for sexual dimorphism when human identification is necessary. Controversy remains whether the morphology of these teeth is actually useful to distinguish males and females. This study aimed to assess the sexual dimorphism of canines by means of a pioneering artificial intelligence approach to this end. A sample of 13,046 teeth radiographically registered from 5838 males and 7208 females between the ages of 6 and 22.99 years was collected. The images were annotated using Darwin V7 software. DenseNet121 was used and tested based on binary answers regarding the sex (male or female) of the individuals for 17 age categories of one year each (i.e. 6-6.99, 7.7.99… 22.22.99). Accuracy rates, receiver operating characteristic (ROC) curves and confusion matrices were used to quantify and express the artificial intelligence's classification performance. The accuracy rates across age categories were between 57-76% (mean: 68%±5%). The area under the curve (AUC) of the ROC analysis was between 0.58 and 0.77. The best performances were observed around the age of 12 years, while the worst were around the age of 7 years. The morphological analysis of canines for sex estimation should be restricted and allowed in practice only when other sources of dimorphic anatomic features are not available.",https://doi.org/10.1016/j.morpho.2024.100772
38458545,"['Torul, Damla', 'Akpinar, Hasan', 'Bayrakdar, Ibrahim Sevki', 'Celik, Ozer', 'Orhan, Kaan']",Prediction of extraction difficulty for impacted maxillary third molars with deep learning approach.,"Journal of stomatology, oral and maxillofacial surgery",2024 Sep,"OBJECTIVE: The aim of this study is to determine if a deep learning (DL) model can predict the surgical difficulty for impacted maxillary third molar tooth using panoramic images before surgery. MATERIALS AND METHODS: The dataset consists of 708 panoramic radiographs of the patients who applied to the Oral and Maxillofacial Surgery Clinic for various reasons. Each maxillary third molar difficulty was scored based on dept (V), angulation (H), relation with maxillary sinus (S), and relation with ramus (R) on panoramic images. The YoloV5x architecture was used to perform automatic segmentation and classification. To prevent re-testing of images, participate in the training, the data set was subdivided as: 80 % training, 10 % validation, and 10 % test group. RESULTS: Impacted Upper Third Molar Segmentation model showed best success on sensitivity, precision and F1 score with 0,9705, 0,9428 and 0,9565, respectively. S-model had a lesser sensitivity, precision and F1 score than the other models with 0,8974, 0,6194, 0,7329, respectively. CONCLUSION: The results showed that the proposed DL model could be effective for predicting the surgical difficulty of an impacted maxillary third molar tooth using panoramic radiographs and this approach might help as a decision support mechanism for the clinicians in peri‑surgical period.",https://doi.org/10.1016/j.jormas.2024.101817
